family,genus,species,syn,mode,min_body_length,max_body_length,ref_body_size,latitude_min,latitude_max,latitude_mean,latitude_median,max_dist_equator,latitude_range,min_dist_equator,nbr_country,ref_distribution_data,host_spp,ref_nbr_host_spp,pair,ref_phylogeny_pair,phylogeny_inferred_from,Notes:
Aphelinidae,Encarsia,cibcensis,NA,sex,0.52,0.68,"Lopez-Avila A. 1987. Two new species of Encarsia Foerster (Hymenoptera: Aphelinidae) from Pakistan, associated with the cotton whitefly, Bemisia tabaci (Gennadius)(Hemiptera: Aleyrodidae). Bulletin of Entomological Reseach. 77(3): 425-430",-21,32,12,21,32,53,1,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Lopez%2dAvila&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1987&VALSPECIES=cibcensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Lopez%2dAvila&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1987&VALSPECIES=cibcensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,12,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,Measures taken from Aæcibcensis sp. n.
Aphelinidae,Encarsia,citrina,NA,asex,0.5,0.5,Hayat M. 1989. A revision of the species of Encarsia foerster (Hymenoptera: Aphelinidae) from India and the adjacent countries. Oriental Insects. 23: 1-131,-41,72,22,31,72,113,0,103,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Craw%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1891&VALSPECIES=citrina&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,158,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Craw%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1891&VALSPECIES=citrina&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,12,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
Aphelinidae,Encarsia,formosa,NA,asex,0.59,0.59,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",-41,62,29,39,62,103,5,95,Zachari L. and Stansly P. 2015. An Updated List of Parasitoid Hymenoptera Reared from the Bemisia tabaci Species Complex (Hemiptera: Aleyrodidae). Florida Entomologist. 98(2): 456-463,29,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Gahan&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1924&VALSPECIES=formosa&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dunicus%26Superfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=associates,2,"Gahan, 1924; Polaszek et al., 1992;Cryptic diversity, reproductive isolation and cytoplasmic incompatibility in a classic biological control success story, Gebiola et al, 2016æ;An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Gwiazdowski et al, 2014æ; Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Babcock et al, 2001",18S-28S-CO1,
Aphelinidae,Encarsia,gennaroi,NA,sex,NA,NA,NA,-25,46,29,32,46,71,25,10,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",2,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",32,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",28S-D2-CO1,
Aphelinidae,Encarsia,guadaloupae,NA,asex,0.6,0.75,"Myartseva S. N. 2007. Species of genus Encarsia Forster (Hymenoptera: Aphelinidae) óñ Parasitoids of whiteflies (Hemiptera: Aleyrodidae) associated with Psidium guajava L. in Mexico, with key and description of new species. Biosystematica. 1(1): 7-19",-18,28,10,9,28,46,1,23,Zachari L. and Stansly P. 2015. An Updated List of Parasitoid Hymenoptera Reared from the Bemisia tabaci Species Complex (Hemiptera: Aleyrodidae). Florida Entomologist. 98(2): 456-463,10,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Viggiani&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1987&VALSPECIES=guadeloupae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,13,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",18S-28S-morphology,
Aphelinidae,Encarsia,haitensis,NA,sex,0.538,0.538,"Allyn Evans G. 1993.Systematic studies of new world Encarsia species and a survey of the parasitoids of Bemisia tabaci in Florida, the Caribbean and Latin America. PhD Dissertation, University of Florida",6,24,18,20,24,18,6,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Dozier&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1932&VALSPECIES=haitiensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Dozier&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1932&VALSPECIES=haitiensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,13,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
Aphelinidae,Encarsia,hispida,brasiliensis,asex,0.47,0.47,"Allyn Evans G. 1993.Systematic studies of new world Encarsia species and a survey of the parasitoids of Bemisia tabaci in Florida, the Caribbean and Latin America. PhD Dissertation, University of Florida",-38,52,11,16,52,90,5,31,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?VALSPECIES=brasiliensis&VALDATE=1904&FamilyCode=BD&HOMCODE=0&ValidAuthBracket=true&VALGENUS=Encarsia&TAXONCODE=Encars+hispiD&VALAUTHOR=%28Hempel%29+&searchPageURL=indexValidName%2edsml%3fSpecies%3dHispida%26Genusqtype%3dequals%26Familyqtype%3dequals%26Family%3dAphelinidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dEncarsia&listPageURL=validName%2edsml%3fSpecies%3dHispida%26Familyqtype%3dequals%26Genusqtype%3dequals%26Family%3dAphelinidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dEncarsia&tab=distribution,36,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?VALSPECIES=brasiliensis&VALDATE=1904&FamilyCode=BD&HOMCODE=0&ValidAuthBracket=true&VALGENUS=Encarsia&TAXONCODE=Encars+hispiD&VALAUTHOR=%28Hempel%29+&searchPageURL=indexValidName%2edsml%3fSpecies%3dHispida%26Familyqtype%3dequals%26Genusqtype%3dequals%26Family%3dAphelinidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dEncarsia&listPageURL=validName%2edsml%3fSpecies%3dHispida%26Genusqtype%3dequals%26Familyqtype%3dequals%26Family%3dAphelinidae%26index%3dValidName%26Speciesqtype%3dequals%26Genus%3dEncarsia&tab=associates,13,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
Aphelinidae,Encarsia,luteola,deserti,sex,0.49,0.49,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",-36,42,20,28,42,78,9,17,Zachari L. and Stansly P. 2015. An Updated List of Parasitoid Hymenoptera Reared from the Bemisia tabaci Species Complex (Hemiptera: Aleyrodidae). Florida Entomologist. 98(2): 456-463,19,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",2,"Cryptic diversity, reproductive isolation and cytoplasmic incompatibility in a classic biological control success story, Gebiola et al, 2016æ;An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Gwiazdowski et al, 2014æ; Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Babcock et al, 2001",28S-D2-CO1,
Aphelinidae,Encarsia,protransvena,NA,asex,0.7,0.7,"Viggiani G. 1985. Notes on a few Aphelinidae, with description of five new species of Encarsia Foerster (Hymenoptera, Chalcidoidea). Bollettino del Laboratorio di entomologia agraria Filippo Silvestri. 42: 81-94",-38,42,15,24,42,80,5,21,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Viggiani&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1985&VALSPECIES=protransvena&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,22,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Viggiani&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1985&VALSPECIES=protransvena&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,11,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
Aphelinidae,Encarsia,smithi,NA,sex,0.8,0.8,"Silvestri F. 1927. Contribuzione alla conoscenza degli Aleyrodidae (Insecta: Hemiptera) viventi su citrus in estremo oriente e dei loro parassiti. Bollettino del Laboratorio di Zoologia Generale e Agraria della R. Istituto Superiore d'Agricoltura, Portici 21:34.",-31,37,19,23,37,68,2,27,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Silvestri%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1926&VALSPECIES=smithi&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,9,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Silvestri%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1926&VALSPECIES=smithi&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,12,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
Aphelinidae,Encarsia,sophia,transvena,sex,0.45,0.7,Hayat M. 1989. A revision of the species of Encarsia foerster (Hymenoptera: Aphelinidae) from India and the adjacent countries. Oriental Insects. 23: 1-131,-38,42,16,20,42,80,0,61,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Girault+%26+Dodd%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1915&VALSPECIES=sophia&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,39,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Girault+%26+Dodd%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1915&VALSPECIES=sophia&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,14,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,"Size used is from E.transvena, later synonymized with sophia"
Aphelinidae,Encarsia,strenua,NA,asex,1.1,1.1,"Silvestri F. 1927. Contribuzione alla conoscenza degli Aleyrodidae (Insecta: Hemiptera) viventi su citrus in estremo oriente e dei loro parassiti. Bollettino del Laboratorio di Zoologia Generale e Agraria della R. Istituto Superiore d'Agricoltura, Portici 21:34.",-1,40,24,24,40,41,1,19,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Silvestri%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1927&VALSPECIES=strenua&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,14,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=%28Silvestri%29&VALGENUS=Encarsia&HOMCODE=0&VALDATE=1927&VALSPECIES=strenua&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,14,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
Aphelinidae,Encarsia,suzannae,NA,sex,NA,NA,NA,NA,NA,32,32,NA,NA,32,1,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",2,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",32,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",28S-D2-CO1,
Aphelinidae,Encarsia,tabacivora,NA,asex,NA,NA,NA,-19,37,23,32,37,56,19,5,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",1,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",32,"Gebiola M. et al, 2016. A revision of the Encarsia pergandiella species complex (Hymenopteraæ: Aphelinidae) shows cryptic diversity in parasitoids of whitefly pests. Systematics Entomology. 42(1): 31-59",28S-D2-CO1,
Aphelinidae,Eretmocerus,debachi,NA,asex,0.789,0.789,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",31,46,38,38,46,15,31,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?VALSPECIES=debachi&VALDATE=1992&FamilyCode=BG&HOMCODE=0&ValidAuthBracket=false&VALGENUS=Eretmocerus&VALAUTHOR=Rose+%26+Rosen&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEretmocerus&tab=distribution,1,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",4,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",18S-28S,
Aphelinidae,Eretmocerus,eremicus,NA,sex,0.45,0.55,"Rose M. and Zolnerowich G. 1997. Eretmocerus Haldeman (Hymenoptera: Aphelinidae) in the United States, with descriptions of new species attacking Bemisia (tabaci complex) (Homoptera: aleyrodidae). Proceedings of the Entomological Society of Washington. 99: 1-27",23,51,34,33,51,28,23,12,Zachari L. and Stansly P. 2015. An Updated List of Parasitoid Hymenoptera Reared from the Bemisia tabaci Species Complex (Hemiptera: Aleyrodidae). Florida Entomologist. 98(2): 456-463æ;Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BG&VALAUTHOR=Rose+%26+Zolnerowich&VALGENUS=Eretmocerus&HOMCODE=0&VALDATE=1997&VALSPECIES=eremicus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEretmocerus&tab=distribution,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BG&VALAUTHOR=Rose+%26+Zolnerowich&VALGENUS=Eretmocerus&HOMCODE=0&VALDATE=1997&VALSPECIES=eremicus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEretmocerus&tab=associates,15,Munro J. B. et al. 2011. A Molecular Phylogeny of the Chalcidoidea (Hymenoptera). PLOS ONE. 6(11): e27023,18S-28S,
Aphelinidae,Eretmocerus,haldemani,NA,sex,0.598,0.598,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",-9,48,32,37,48,57,9,11,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BG&VALAUTHOR=Howard&VALGENUS=Eretmocerus&HOMCODE=0&VALDATE=1908&VALSPECIES=haldemani&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEretmocerus&tab=distribution,12,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BG&VALAUTHOR=Howard&VALGENUS=Eretmocerus&HOMCODE=0&VALDATE=1908&VALSPECIES=haldemani&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEretmocerus&tab=associates,4,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",18S-28S,
Aphelinidae,Eretmocerus,warrae,NA,asex,NA,NA,NA,-31,29,-16,-28,31,60,21,5,Zachari L. and Stansly P. 2015. An Updated List of Parasitoid Hymenoptera Reared from the Bemisia tabaci Species Complex (Hemiptera: Aleyrodidae). Florida Entomologist. 98(2): 456-463æ;Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BG&VALAUTHOR=Naumann+%26+Schmidt&VALGENUS=Eretmocerus&HOMCODE=0&VALDATE=2000&VALSPECIES=warrae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEretmocerus&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BG&VALAUTHOR=Naumann+%26+Schmidt&VALGENUS=Eretmocerus&HOMCODE=0&VALDATE=2000&VALSPECIES=warrae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEretmocerus&tab=associates,15,Munro J. B. et al. 2011. A Molecular Phylogeny of the Chalcidoidea (Hymenoptera). PLOS ONE. 6(11): e27023,18S-28S,
Torymidae,Megastigmus,atedius,NA,sex,1.9,4,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",34,64,48,48,64,30,34,18,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Walker&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1851&VALSPECIES=atedius&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,17,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Walker&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1851&VALSPECIES=atedius&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,17,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
